,transaction_date,transaction_hour,location_state,location_city,rewards_number,rewards_member,num_of_items,coupon_flag,discount_amt,order_amt
327,2020-06-19,11:59 AM,Florida,Jacksonville,949-548-50,False,26,,,$47.16
328,2020-05-21,6:55 PM,Florida,Lakeland,,,25,,,$108.48
329,2019-10-26,2:26 PM,Florida,Pensacola,570-964-95,True,30,,,$210.50
330,2020-08-24,1:58 PM,Florida,Fort Lauderdale,,,8,,,$29.36
331,2020-07-19,11:11 AM,Florida,Boca Raton,,,13,Yes,0.15,$81.84
332,2020-07-02,5:43 PM,Florida,Miami,231-557-96,False,16,Yes,0.15,$130.34
333,2020-01-18,7:34 PM,Florida,Lehigh Acres,273-504-75,False,28,,,$165.93
334,2020-01-21,1:11 PM,Alabama,Birmingham,068-997-20,True,26,,,$134.79
335,2020-10-17,12:49 PM,Florida,Sarasota,742-416-83,True,29,Yes,0.16,$70.09
336,2020-09-26,12:25 PM,Florida,Clearwater,,,3,,,$63.16
337,2020-06-16,5:19 PM,Alabama,Birmingham,,,25,,,$118.84
338,2020-03-26,1:02 PM,Georgia,Savannah,,,25,Yes,0.19,$162.19
339,2019-11-24,4:19 PM,Florida,Tampa,,,6,Yes,0.21,$230.03
340,2020-06-11,11:11 AM,Georgia,Athens,943-484-18,False,19,Yes,0.47,$57.00
341,2020-04-07,5:24 PM,Florida,Punta Gorda,,,21,Yes,0.48,$66.28
342,2019-10-25,11:21 AM,Florida,Jacksonville,372-273-01,False,30,Yes,0.16,$207.29
343,2020-06-06,5:26 PM,Mississippi,Jackson,941-469-29,True,5,,,$211.44
344,2019-11-18,11:22 AM,Florida,Tampa,,,32,,,$153.44
345,2020-07-18,8:03 PM,Florida,Boca Raton,,,5,Yes,0.32,$77.61
346,2020-04-06,12:23 PM,Florida,Tampa,192-048-78,False,11,Yes,0.34,$209.87
347,2019-11-05,3:19 PM,Florida,Fort Lauderdale,,,9,,,$154.49
348,2020-06-10,4:27 PM,Alabama,Montgomery,,,4,Yes,0.43,$130.81
349,2020-10-28,12:44 PM,Florida,Clearwater,,,6,,,$181.25
350,2020-09-24,5:40 PM,Alabama,Birmingham,048-392-86,True,3,Yes,0.32,$167.62
351,2020-09-22,7:36 PM,Alabama,Mobile,,,31,,,$118.16
352,2020-03-21,12:20 PM,Florida,Fort Lauderdale,413-786-73,True,4,,,$155.69
353,2020-07-13,11:33 AM,Florida,Fort Lauderdale,215-582-39,False,34,,,$227.12
354,2019-10-11,12:31 PM,Mississippi,Jackson,,,14,,,$203.11
355,2020-06-01,6:28 PM,South Carolina,Myrtle Beach,,,22,Yes,0.39,$95.66
356,2020-03-12,4:20 PM,Alabama,Mobile,,,11,,,$145.09
357,2019-10-20,8:57 PM,Alabama,Huntsville,179-831-82,False,7,Yes,0.12,$145.96
358,2020-07-06,3:07 PM,Florida,Miami,,,10,Yes,0.39,$102.01
359,2020-03-19,4:08 PM,Georgia,Gainesville,,,24,,,$220.76
360,2020-05-02,2:08 PM,Georgia,Atlanta,,,14,,,$67.13
361,2019-11-15,4:21 PM,Florida,Gainesville,,,19,,,$87.60
362,2020-02-17,2:15 PM,Florida,Delray Beach,,,16,Yes,0.25,$80.15
363,2020-09-18,5:02 PM,Florida,Miami,736-195-49,False,9,,,$108.98
364,2019-10-04,5:09 PM,Georgia,Columbus,475-049-00,True,20,,,$195.66
365,2019-12-30,3:22 PM,Florida,Delray Beach,798-379-08,True,11,,,$74.28
366,2020-08-26,5:56 PM,Florida,Largo,132-539-69,True,34,,,$27.72
367,2020-07-18,6:09 PM,Alabama,Mobile,354-633-35,True,30,,,$167.81
368,2020-03-31,1:32 PM,Georgia,Valdosta,065-795-45,True,33,,,$227.33
369,2019-11-08,12:48 PM,Florida,West Palm Beach,220-212-85,True,4,,,$61.33
370,2019-11-11,6:13 PM,Georgia,Savannah,,,25,,,$216.08
371,2020-04-27,11:16 AM,Florida,Clearwater,192-969-80,True,9,,,$214.21
372,2019-12-09,11:08 AM,Alabama,Huntsville,,,7,Yes,0.44,$138.61
373,2020-10-05,4:01 PM,Florida,Fort Lauderdale,,,23,,,$206.83
374,2020-01-20,6:14 PM,Florida,Sarasota,190-502-50,False,17,,,$221.28
375,2020-10-27,2:24 PM,Florida,Sarasota,,,6,,,$59.24
376,2020-10-23,2:19 PM,Florida,Clearwater,,,9,Yes,0.4,$224.70
377,2020-09-18,5:00 PM,Florida,Jacksonville,513-631-28,False,28,Yes,0.32,$218.03
378,2020-04-21,3:52 PM,Florida,Fort Lauderdale,,,24,,,$191.40
379,2019-11-12,5:00 PM,Florida,Jacksonville,,,3,Yes,0.14,$118.97
380,2020-02-12,8:28 PM,Florida,Naples,,,10,,,$132.96
381,2020-01-23,6:05 PM,South Carolina,Columbia,609-869-57,True,20,Yes,0.19,$202.99
382,2020-02-14,7:27 PM,Georgia,Valdosta,,,3,,,$98.35
383,2020-01-20,4:40 PM,Alabama,Mobile,268-651-70,True,10,,,$193.64
384,2020-06-05,7:10 PM,Florida,Fort Lauderdale,361-331-27,True,32,,,$156.57
385,2020-06-22,7:10 PM,Georgia,Atlanta,,,34,Yes,0.35,$19.75
386,2019-10-03,11:25 AM,Georgia,Atlanta,379-939-97,False,28,,,$156.18
387,2020-09-13,3:46 PM,Georgia,Macon,732-629-80,True,30,,,$85.56
388,2020-09-20,8:50 PM,Mississippi,Jackson,,,12,,,$27.90
389,2020-02-16,3:35 PM,Florida,Melbourne,,,14,,,$104.42
390,2020-01-21,12:31 PM,Florida,Punta Gorda,634-620-34,False,18,,,$193.52
391,2020-09-03,12:58 PM,Florida,Lakeland,714-918-40,False,17,Yes,0.13,$204.50
392,2020-06-16,4:18 PM,Florida,Miami,240-825-72,True,8,Yes,0.26,$127.82
393,2020-02-20,6:39 PM,Florida,Tampa,995-272-72,True,28,Yes,0.31,$226.67
394,2020-05-23,5:11 PM,Florida,Homestead,358-503-52,True,27,,,$184.99
395,2020-03-21,7:08 PM,Georgia,Atlanta,519-853-11,True,4,,,$125.71
396,2020-09-14,4:11 PM,Florida,Hialeah,,,33,Yes,0.37,$154.13
397,2020-06-29,4:26 PM,Florida,West Palm Beach,,,16,Yes,0.18,$37.03
398,2019-10-23,8:10 PM,Florida,Fort Myers,,,14,,,$209.01
399,2019-11-04,6:43 PM,Florida,West Palm Beach,,,19,Yes,0.2,$231.25
400,2020-01-25,11:51 AM,Florida,Miami,,,17,,,$179.92
401,2020-02-19,6:05 PM,Florida,Saint Petersburg,086-899-05,False,21,,,$143.78
402,2020-09-20,1:26 PM,Alabama,Birmingham,,,9,,,$38.30
403,2019-11-21,7:56 PM,Florida,Orlando,,,19,Yes,0.15,$215.74
404,2020-03-10,4:19 PM,Florida,Spring Hill,,,9,,,$209.08
405,2020-07-19,2:55 PM,Florida,Jacksonville,677-528-51,True,15,,,$219.47
406,2019-10-10,3:45 PM,Florida,Saint Petersburg,486-206-94,True,21,Yes,0.11,$130.86
407,2020-08-28,6:27 PM,Florida,Spring Hill,,,6,,,$182.57
408,2020-04-29,8:30 PM,Florida,Jacksonville,985-710-49,False,27,,,$32.90
409,2019-11-27,2:32 PM,Georgia,Macon,965-882-17,False,25,,,$77.63
410,2020-10-06,3:16 PM,South Carolina,Columbia,,,26,,,$32.47
411,2020-05-15,8:47 PM,Georgia,Decatur,486-105-47,True,6,,,$48.03
412,2020-10-02,2:42 PM,Alabama,Birmingham,629-820-20,True,13,,,$206.62
413,2019-10-22,7:53 PM,Florida,Tallahassee,401-199-96,True,24,,,$57.62
414,2020-03-22,6:16 PM,Alabama,Mobile,,,31,,,$156.95
415,2020-06-29,6:30 PM,Georgia,Cumming,204-294-36,True,14,,,$173.37
416,2020-08-15,11:02 AM,Florida,Bradenton,,,32,,,$179.02
417,2020-10-10,6:10 PM,Florida,Gainesville,490-012-59,True,3,,,$23.68
418,2019-10-16,11:16 AM,Florida,Orlando,641-873-23,False,12,,,$160.44
419,2020-07-19,12:12 PM,Florida,Naples,031-525-73,False,32,,,$147.62
420,2020-06-07,4:23 PM,Mississippi,Jackson,,,11,,,$141.35
421,2020-01-05,11:29 AM,Georgia,Atlanta,862-001-66,False,6,,,$178.46
422,2020-05-01,5:51 PM,Mississippi,Jackson,178-701-11,False,12,Yes,0.15,$22.24
423,2019-11-19,3:34 PM,Florida,Pensacola,,,29,,,$111.05
424,2020-10-03,1:57 PM,South Carolina,Charleston,254-844-70,True,14,,,$77.43
425,2020-01-22,1:44 PM,Georgia,Atlanta,,,30,,,$118.02
426,2019-11-26,1:41 PM,Alabama,Mobile,,,34,,,$24.85
427,2019-10-11,3:34 PM,California,Cupertino,499-130-00,True,76,,,$1945.71
428,2020-09-07,11:12 AM,Florida,Ocala,390-771-47,True,11,,,$140.26
429,2019-12-01,11:53 AM,Georgia,Columbus,,,17,Yes,0.41,$158.31
430,2020-09-10,4:51 PM,Florida,West Palm Beach,,,32,,,$55.06
431,2019-10-16,4:47 PM,Florida,Tallahassee,930-988-41,False,20,,,$186.98
432,2020-07-13,3:36 PM,Georgia,Athens,305-725-20,True,27,Yes,0.44,$208.90
433,2020-10-19,11:41 AM,Georgia,Atlanta,,,6,Yes,0.42,$88.65
434,2020-05-08,8:58 PM,Florida,Miami,156-049-97,False,17,,,$141.39
435,2020-07-13,7:58 PM,Florida,Sarasota,,,3,,,$76.87
436,2020-05-24,11:30 AM,Florida,Vero Beach,207-072-31,True,21,,,$124.34
437,2020-04-04,3:27 PM,Florida,Clearwater,,,6,,,$150.46
438,2020-06-22,3:58 PM,Florida,Largo,960-425-95,True,33,Yes,0.2,$143.93
439,2020-06-24,2:49 PM,Florida,Saint Petersburg,035-833-53,True,19,,,$86.87
440,2020-02-29,3:16 PM,Georgia,Atlanta,,,33,,,$40.67
441,2020-03-01,1:49 PM,Florida,Tampa,642-981-91,False,12,,,$146.42
442,2019-11-16,3:50 PM,South Carolina,Charleston,,,10,,,$78.64
443,2020-03-14,7:08 PM,Florida,Ocala,,,17,,,$214.76
444,2020-07-31,2:12 PM,Florida,Naples,,,25,,,$127.39
445,2020-04-18,11:44 AM,Alabama,Huntsville,334-367-76,False,3,,,$132.07
446,2019-11-24,2:05 PM,Georgia,Athens,863-511-98,True,31,,,$39.54
447,2020-10-09,5:59 PM,South Carolina,Florence,447-517-26,False,26,,,$221.63
448,2019-10-03,12:17 PM,Florida,Orlando,,,6,,,$232.73
449,2020-01-20,6:40 PM,Florida,Boca Raton,358-800-72,True,14,,,$220.52
450,2020-09-02,6:29 PM,South Carolina,Greenville,,,15,Yes,0.28,$195.25
451,2020-09-08,12:01 PM,Florida,Jacksonville,291-996-62,True,4,,,$154.79
452,2020-05-06,2:01 PM,Mississippi,Hattiesburg,,,30,,,$174.84
453,2020-10-10,4:08 PM,Florida,Palm Bay,793-745-14,True,4,,,$61.53
454,2020-04-17,2:13 PM,Florida,Fort Lauderdale,456-441-65,False,21,Yes,0.27,$110.59
455,2019-11-29,5:44 PM,Florida,Clearwater,391-200-22,False,22,,,$208.65
456,2019-12-29,3:24 PM,Alabama,Mobile,593-863-46,False,27,Yes,0.28,$54.41
457,2020-07-20,5:15 PM,Florida,Boynton Beach,920-317-92,False,21,,,$115.53
458,2020-07-05,6:42 PM,Florida,Naples,,,16,,,$152.72
459,2020-10-21,6:30 PM,Florida,Jacksonville,610-604-28,True,18,Yes,0.19,$67.83
460,2019-12-26,3:07 PM,Georgia,Atlanta,,,4,,,$119.28
461,2020-03-27,8:04 PM,Florida,Bradenton,,,7,,,$179.04
462,2020-08-03,3:46 PM,Florida,Bradenton,,,30,Yes,0.46,$191.19
463,2020-09-23,11:04 AM,Florida,Saint Petersburg,,,5,,,$124.19
464,2020-02-08,6:49 PM,Florida,Tallahassee,338-170-96,True,31,Yes,0.13,$106.40
465,2019-12-30,6:20 PM,Florida,Daytona Beach,,,28,,,$76.79
466,2020-10-14,11:27 AM,Florida,Sarasota,,,15,,,$167.31
467,2020-10-23,6:23 PM,Florida,Tampa,701-180-73,False,30,,,$206.77
468,2020-05-11,4:20 PM,Florida,Jacksonville,,,16,,,$97.55
469,2020-03-15,5:25 PM,Florida,Jacksonville,180-359-71,True,27,,,$138.32
470,2020-01-13,5:25 PM,Alabama,Birmingham,375-383-35,False,16,Yes,0.22,$100.82
471,2020-09-25,7:51 PM,Florida,Ocala,,,30,Yes,0.36,$138.02
472,2020-10-24,8:51 PM,Alabama,Huntsville,843-614-92,False,31,Yes,0.38,$113.23
473,2020-08-15,3:46 PM,Georgia,Atlanta,,,16,,,$83.42
474,2020-03-18,11:32 AM,Florida,Tampa,865-486-00,False,28,,,$209.02
475,2019-10-06,4:53 PM,Florida,Zephyrhills,641-481-19,False,24,,,$43.44
476,2019-12-11,4:40 PM,Florida,Tampa,013-855-30,True,25,,,$143.44
477,2020-09-06,12:40 PM,Florida,Lakeland,409-020-41,False,9,,,$116.29
478,2020-05-03,2:05 PM,Florida,Jacksonville,962-496-46,True,28,,,$145.85
479,2020-05-19,1:01 PM,Mississippi,Jackson,590-105-39,True,4,,,$219.89
480,2020-09-23,7:31 PM,Florida,Miami,333-163-06,False,14,,,$125.30
481,2020-05-27,2:56 PM,Florida,Tampa,,,7,Yes,0.36,$158.68
482,2019-11-04,3:24 PM,Alabama,Birmingham,,,27,,,$23.33
483,2020-06-10,11:07 AM,Georgia,Atlanta,556-976-44,False,7,Yes,0.19,$38.54
484,2020-02-19,8:20 PM,Florida,Miami,374-162-94,True,19,,,$115.24
485,2020-02-27,3:07 PM,Mississippi,Jackson,,,9,,,$61.90
486,2020-10-15,5:49 PM,Alabama,Birmingham,,,7,Yes,0.12,$50.69
487,2020-05-26,2:49 PM,Florida,Miami,889-539-57,True,29,,,$85.07
488,2020-07-03,6:26 PM,Florida,Lakeland,,,20,,,$207.44
489,2020-01-06,4:45 PM,Georgia,Atlanta,,,9,Yes,0.15,$61.96
490,2019-11-27,11:59 AM,Mississippi,Gulfport,272-462-12,True,29,,,$169.94
491,2020-03-28,6:02 PM,Florida,Punta Gorda,839-757-72,True,21,,,$72.52
492,2020-02-04,6:03 PM,Alabama,Mobile,003-993-87,True,25,,,$231.56
493,2020-07-14,2:39 PM,South Carolina,Charleston,133-002-51,False,28,,,$200.43
494,2020-10-21,2:42 PM,Florida,Naples,,,21,,,$169.96
495,2019-11-18,12:02 PM,Georgia,Augusta,486-027-47,True,15,,,$229.52
496,2019-10-18,5:48 PM,Florida,Lake Worth,783-079-53,True,34,,,$115.55
497,2020-07-27,2:54 PM,Florida,Lakeland,229-295-41,True,29,,,$161.29
498,2020-05-28,2:59 PM,Georgia,Macon,,,32,,,$87.61
499,2020-01-08,12:21 PM,Alabama,Mobile,105-967-38,True,16,Yes,0.24,$124.05
500,2020-03-13,5:24 PM,Alabama,Tuscaloosa,,,30,,,$45.97
501,2020-02-29,1:11 PM,Florida,Pompano Beach,488-627-63,True,22,,,$115.57
502,2020-08-18,6:09 PM,Mississippi,Columbus,465-307-53,True,11,,,$140.63
503,2020-10-08,11:03 AM,Florida,Pensacola,226-973-17,True,10,,,$83.67
504,2019-11-18,2:46 PM,Georgia,Columbus,467-589-18,False,21,,,$39.21
505,2019-11-30,1:57 PM,Florida,Tallahassee,,,29,,,$69.92
506,2019-11-22,12:08 PM,Florida,Tallahassee,104-317-01,True,3,,,$203.69
507,2020-05-08,11:35 AM,Alabama,Mobile,,,20,,,$87.31
508,2020-07-18,12:53 PM,Florida,North Port,608-209-91,True,14,,,$215.64
509,2020-06-07,11:35 AM,Alabama,Montgomery,439-838-52,False,5,,,$97.49
510,2020-08-12,8:19 PM,Florida,Fort Lauderdale,,,13,Yes,0.25,$225.25
511,2020-08-02,1:13 PM,Florida,Homestead,793-715-24,True,27,Yes,0.17,$96.58
512,2019-10-12,7:06 PM,Florida,Fort Lauderdale,914-538-53,False,6,,,$81.08
513,2020-05-30,7:28 PM,Florida,Daytona Beach,428-629-53,True,6,,,$179.58
514,2020-08-07,4:35 PM,Florida,Gainesville,,,7,Yes,0.18,$90.75
515,2020-08-27,1:39 PM,Florida,Tallahassee,,,21,,,$80.94
516,2020-03-01,5:02 PM,Georgia,Duluth,551-968-65,False,11,,,$164.02
517,2019-12-02,5:05 PM,Florida,Miami,,,19,,,$49.89
518,2019-12-20,12:36 PM,Florida,Pensacola,954-626-89,True,31,Yes,0.18,$153.01
519,2020-05-27,2:08 PM,Florida,Miami,,,26,,,$35.30
520,2020-07-12,12:41 PM,Florida,Jacksonville,,,15,Yes,0.35,$200.01
521,2020-09-05,5:05 PM,Florida,Boca Raton,,,14,,,$83.16
522,2020-10-21,1:48 PM,Georgia,Atlanta,457-616-63,False,17,,,$51.74
523,2020-07-25,8:28 PM,Florida,Orlando,,,7,,,$111.69
524,2020-05-04,4:09 PM,Florida,Tampa,,,25,,,$214.72
525,2020-01-25,1:01 PM,Georgia,Atlanta,,,32,,,$82.93
526,2020-05-25,4:42 PM,Florida,Fort Lauderdale,974-788-79,True,32,,,$87.70
527,2019-10-28,12:22 PM,Florida,Jacksonville,,,19,Yes,0.22,$44.43
528,2020-01-28,7:10 PM,Georgia,Valdosta,227-058-19,False,22,Yes,0.26,$214.79
529,2020-02-05,3:18 PM,Georgia,Macon,,,27,,,$191.15
530,2020-04-27,1:55 PM,Florida,Tampa,440-566-32,False,31,,,$180.60
531,2020-01-14,4:29 PM,Florida,Fort Lauderdale,517-736-64,False,14,,,$211.19
532,2020-07-08,3:33 PM,Florida,Miami,,,8,,,$59.68
533,2019-11-18,1:10 PM,Alabama,Birmingham,,,25,,,$147.20
534,2020-06-10,4:34 PM,Alabama,Mobile,699-526-57,False,16,,,$91.04
535,2020-03-23,4:55 PM,Florida,Jacksonville,,,19,Yes,0.45,$203.45
536,2020-01-14,1:01 PM,Florida,Orlando,284-938-76,False,23,Yes,0.13,$222.04
537,2019-12-12,3:10 PM,Florida,Saint Petersburg,,,30,,,$213.69
538,2020-01-13,1:52 PM,Florida,Saint Petersburg,682-670-83,False,24,Yes,0.17,$95.16
539,2020-05-25,11:20 AM,Georgia,Atlanta,089-791-49,True,33,,,$117.62
540,2020-08-06,5:30 PM,Georgia,Savannah,,,22,Yes,0.41,$38.68
541,2020-09-10,6:24 PM,Florida,Orlando,885-647-95,True,12,Yes,0.41,$164.76
542,2020-01-13,8:01 PM,Alabama,Montgomery,917-952-86,True,34,,,$229.63
543,2020-07-12,4:46 PM,Florida,Boynton Beach,,,8,,,$182.47
544,2020-10-02,11:13 AM,Florida,Saint Petersburg,911-481-76,False,4,,,$57.15
545,2020-07-13,11:06 AM,Georgia,Macon,006-305-08,False,26,,,$40.96
546,2020-04-11,3:32 PM,Florida,Fort Lauderdale,,,6,Yes,0.43,$111.27
547,2020-06-20,3:06 PM,Georgia,Atlanta,,,20,,,$231.09
548,2019-10-04,6:20 PM,South Carolina,Greenville,,,32,,,$128.03
549,2020-08-03,12:10 PM,Florida,Orlando,308-109-58,False,26,,,$164.09
550,2020-07-15,3:07 PM,Georgia,Valdosta,664-240-02,True,13,,,$190.92
551,2020-01-15,4:06 PM,South Carolina,Columbia,952-299-72,True,27,Yes,0.41,$76.94
552,2020-09-02,2:42 PM,Georgia,Atlanta,052-824-10,False,9,Yes,0.42,$71.21
553,2020-09-18,2:09 PM,Georgia,Atlanta,,,20,,,$208.90
554,2020-01-14,7:18 PM,Florida,Daytona Beach,,,11,,,$117.26
555,2019-11-03,7:57 PM,Florida,Miami,953-244-40,True,5,Yes,0.41,$196.40
556,2019-12-23,8:02 PM,Mississippi,Columbus,696-409-61,True,3,,,$87.01
557,2020-05-26,6:57 PM,Florida,Boca Raton,,,11,,,$98.19
558,2019-12-25,3:35 PM,Georgia,Atlanta,,,26,,,$230.12
559,2020-10-23,8:11 PM,Florida,Fort Lauderdale,599-779-44,True,25,Yes,0.17,$113.56
560,2019-10-16,11:38 AM,Alabama,Mobile,,,32,,,$50.34
561,2020-01-24,4:07 PM,Georgia,Savannah,,,20,Yes,0.49,$64.37
562,2020-05-02,4:59 PM,Georgia,Columbus,,,21,,,$73.04
563,2020-05-28,4:05 PM,Florida,Naples,631-437-31,False,4,,,$229.63
564,2020-08-26,1:13 PM,Florida,Tampa,863-631-02,True,28,Yes,0.27,$219.37
565,2020-01-24,11:11 AM,Florida,Sarasota,656-480-22,False,25,,,$177.26
566,2020-06-14,2:22 PM,South Carolina,Anderson,,,4,,,$167.10
567,2020-01-26,4:29 PM,Florida,Fort Pierce,604-441-40,False,24,,,$169.26
568,2020-10-14,2:32 PM,Florida,Clearwater,,,34,Yes,0.13,$229.47
569,2020-04-06,4:14 PM,Georgia,Savannah,,,9,Yes,0.29,$127.78
570,2020-08-29,7:05 PM,Georgia,Atlanta,336-467-21,True,16,,,$210.51
571,2019-12-29,2:04 PM,Georgia,Atlanta,191-555-58,True,34,,,$206.99
572,2020-06-16,7:25 PM,Florida,Fort Lauderdale,,,6,,,$86.22
573,2020-10-20,6:57 PM,Mississippi,Columbus,,,28,,,$32.26
574,2019-12-19,12:36 PM,Florida,Saint Petersburg,,,24,,,$63.07
575,2020-05-27,8:43 PM,South Carolina,Spartanburg,048-549-89,True,24,Yes,0.49,$87.37
576,2020-10-15,1:50 PM,Florida,Boca Raton,,,31,Yes,0.33,$37.72
577,2019-12-12,11:00 AM,Florida,Tampa,,,28,Yes,0.28,$206.66
578,2020-08-27,8:05 PM,Florida,Orlando,,,29,,,$233.81
579,2019-10-18,5:20 PM,Florida,Orlando,481-249-69,True,17,,,$148.68
580,2020-02-18,1:24 PM,South Carolina,Columbia,302-491-47,True,7,Yes,0.48,$171.12
581,2019-11-08,11:28 AM,South Carolina,Florence,692-730-21,True,16,,,$130.14
582,2019-11-02,6:05 PM,Florida,Jacksonville,019-919-86,False,13,,,$213.24
583,2020-08-01,4:17 PM,Florida,Tampa,485-167-94,True,26,,,$62.86
584,2020-05-02,5:51 PM,Florida,Bradenton,155-963-70,True,24,,,$220.48
585,2019-10-24,5:37 PM,Florida,Miami,124-933-17,False,21,,,$130.88
586,2020-10-08,12:58 PM,Florida,Miami,,,9,,,$68.74
587,2020-02-06,11:23 AM,Georgia,Valdosta,,,13,Yes,0.31,$139.67
588,2020-08-05,2:15 PM,Florida,Homestead,870-569-55,True,5,,,$219.00
589,2020-09-18,6:52 PM,Florida,Clearwater,790-208-59,False,32,,,$67.23
590,2019-10-05,4:13 PM,Florida,Orlando,972-968-62,False,5,,,$210.22
591,2019-10-29,3:01 PM,Florida,Tampa,458-845-32,True,28,Yes,0.45,$186.43
592,2020-02-09,3:33 PM,Alabama,Mobile,075-594-57,False,12,,,$52.93
593,2020-04-26,6:30 PM,Florida,Daytona Beach,639-868-05,False,15,,,$206.29
594,2020-01-18,1:35 PM,Florida,Daytona Beach,557-845-04,False,15,,,$200.44
595,2020-07-21,3:06 PM,Alabama,Birmingham,,,26,,,$229.02
596,2020-05-17,3:00 PM,Mississippi,Jackson,,,5,Yes,0.17,$201.61
597,2020-09-25,4:05 PM,Georgia,Atlanta,788-424-97,False,20,Yes,0.47,$207.64
598,2020-10-22,12:50 PM,Florida,Bradenton,639-242-83,False,19,,,$99.35
599,2020-01-08,4:11 PM,Florida,Daytona Beach,105-705-52,True,4,,,$63.11
600,2019-11-08,12:12 PM,Georgia,Norcross,,,23,,,$93.56
601,2020-08-28,8:03 PM,South Carolina,Spartanburg,,,12,,,$95.52
602,2020-04-30,6:24 PM,South Carolina,Columbia,,,6,,,$42.20
603,2020-10-19,4:22 PM,Alabama,Montgomery,,,24,Yes,0.23,$94.75
604,2020-05-17,4:03 PM,Georgia,Lawrenceville,901-062-47,True,25,,,$68.75
605,2020-07-20,4:57 PM,Florida,Largo,544-390-22,True,30,,,$124.60
606,2020-07-29,2:22 PM,Florida,Miami,509-508-37,False,29,,,$165.09
607,2019-11-18,2:01 PM,Georgia,Lawrenceville,280-146-66,True,26,,,$140.03
608,2020-03-26,4:30 PM,Florida,Lakeland,,,27,,,$119.35
609,2020-03-31,1:39 PM,Florida,Miami,,,18,,,$73.52
610,2020-05-30,8:23 PM,Georgia,Athens,108-769-47,True,30,,,$57.84
611,2019-10-03,6:36 PM,Florida,Naples,085-782-67,True,5,Yes,0.27,$151.11
612,2020-09-24,4:49 PM,South Carolina,Columbia,309-968-07,False,29,,,$136.62
613,2020-01-15,11:12 AM,Washington,Seattle,434-502-00,True,4,,,$2925.57
614,2020-09-24,2:34 PM,Florida,Jacksonville,348-522-94,False,14,Yes,0.38,$109.10
615,2019-10-26,7:46 PM,Florida,Fort Lauderdale,842-398-98,True,16,Yes,0.17,$106.99
616,2020-09-05,11:12 AM,Alabama,Huntsville,154-481-34,False,21,,,$80.89
617,2020-07-28,8:20 PM,Georgia,Athens,222-776-90,False,21,,,$232.57
618,2020-07-18,3:36 PM,Mississippi,Jackson,787-581-25,True,10,Yes,0.37,$181.43
619,2020-10-26,5:01 PM,Georgia,Atlanta,,,20,Yes,0.17,$192.20
620,2020-03-11,3:40 PM,Florida,Delray Beach,,,32,Yes,0.27,$76.29
621,2020-10-09,6:44 PM,Florida,Melbourne,,,33,,,$41.73
622,2020-03-20,1:40 PM,Florida,Tampa,,,31,,,$221.43
623,2019-12-22,11:03 AM,Florida,Orlando,616-181-33,True,14,,,$105.86
624,2019-10-09,12:25 PM,Florida,Pensacola,,,13,,,$61.67
625,2020-09-04,12:34 PM,South Carolina,Columbia,604-973-68,False,18,,,$181.96
626,2020-01-20,4:49 PM,Florida,Daytona Beach,,,8,Yes,0.41,$118.30
627,2020-06-11,6:11 PM,Florida,Saint Petersburg,,,4,,,$21.43
628,2020-07-18,11:24 AM,Florida,Naples,,,20,,,$109.51
629,2020-04-02,1:43 PM,Florida,North Port,,,24,,,$128.79
630,2020-01-29,3:05 PM,Georgia,Atlanta,822-911-01,False,25,,,$191.77
631,2020-02-21,8:51 PM,Florida,Clearwater,,,4,,,$169.02
632,2020-05-02,5:10 PM,Florida,Daytona Beach,683-616-05,True,5,,,$229.10
633,2020-08-20,1:26 PM,Florida,Tampa,978-365-10,True,21,,,$138.49
634,2019-11-30,5:04 PM,Georgia,Augusta,968-706-46,False,19,,,$62.02
635,2020-09-08,8:49 PM,Florida,Pensacola,,,29,,,$197.64
636,2019-12-17,3:29 PM,Florida,Spring Hill,773-745-56,True,33,,,$65.42
637,2019-10-31,1:54 PM,Georgia,Augusta,,,18,,,$106.82
638,2020-01-09,8:22 PM,Florida,Miami,757-465-58,False,14,Yes,0.48,$221.05
639,2020-08-25,2:33 PM,Florida,Tallahassee,573-653-44,True,32,,,$51.34
640,2020-01-09,5:23 PM,Georgia,Atlanta,,,27,,,$80.68
641,2020-05-05,3:03 PM,South Carolina,Greenville,,,8,,,$162.01
642,2020-01-12,6:00 PM,Florida,Fort Lauderdale,,,23,Yes,0.18,$173.60
643,2020-01-21,7:40 PM,Georgia,Savannah,,,19,,,$31.57
644,2020-06-27,11:08 AM,Florida,Miami,,,21,,,$198.97
645,2019-10-07,1:53 PM,Florida,Jacksonville,,,24,Yes,0.28,$161.51
646,2019-12-15,5:40 PM,Florida,Clearwater,433-636-46,False,19,,,$186.67
647,2020-01-20,3:51 PM,Florida,Delray Beach,,,30,,,$138.81
648,2019-10-31,7:01 PM,South Carolina,Columbia,574-253-42,True,14,,,$49.82
649,2019-11-01,6:12 PM,Florida,Saint Petersburg,512-387-69,True,31,Yes,0.2,$51.24
650,2019-10-14,6:49 PM,Florida,Largo,150-885-36,False,5,,,$115.88
651,2019-12-22,2:51 PM,Alabama,Gadsden,,,30,,,$158.74
652,2020-10-08,2:35 PM,Florida,Fort Lauderdale,818-484-18,True,34,,,$129.06
653,2019-12-03,2:39 PM,Florida,Miami Beach,921-478-06,True,3,,,$20.35
654,2020-08-13,4:05 PM,Florida,Fort Pierce,,,33,,,$134.04
